Sub Category,Price_mod,Discount_mod,Rating_mod,No_Reviews,buyingProspect
2,11.69,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,59.99,0.0,4.8,312.0,1497.6
2,69.99,0.0,4.0,777.0,3108.0
2,21.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,19.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,21.79,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,99.99,0.0,4.1,753.0,3087.2999999999997
2,17.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,29.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,18.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,37.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,19.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,139.99,0.0,3.8,49.0,186.2
2,18.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,37.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,159.99,0.0,4.3,210.0,903.0
2,19.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,13.79,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,13.79,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,23.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,17.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,9.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,21.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,14.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,41.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,15.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,99.99,0.0,5.0,6.0,30.0
2,18.49,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,17.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,15.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,18.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,69.99,0.0,4.9,62.0,303.8
2,19.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,37.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,12.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,12.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,28.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,74.99,0.0,4.3,354.0,1522.2
2,23.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,18.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,16.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,41.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,18.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,15.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,36.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,54.99,0.0,4.7,6.0,28.200000000000003
2,28.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,36.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,23.49,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,20.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,99.99,0.0,4.0,35.0,140.0
2,14.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,39.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,10.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,23.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,23.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,41.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,61.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,10.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,39.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,22.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,61.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,24.99,0.0,4.0,3.0,12.0
2,39.99,0.0,4.8,1251.0,6004.8
2,9.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,15.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,22.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,9.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,89.99,0.0,4.2,90.0,378.0
2,17.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,49.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,41.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,41.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,39.99,5.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,17.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,20.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,41.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,41.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,21.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,22.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,49.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,23.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,9.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,17.59,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,49.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,49.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,23.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,11.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
2,24.49,0.0,3.7,21.0,77.7
3,10.49,4.0,3.949852507374631,706.2771474878444,2789.6905619062645
3,9.69,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
3,8.19,2.8,3.949852507374631,706.2771474878444,2789.6905619062645
3,9.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
3,28.99,8.0,4.8,1275.0,6120.0
3,36.99,0.0,4.7,149.0,700.3000000000001
3,14.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
3,9.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
3,10.49,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
3,12.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
3,9.49,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
3,12.49,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
3,10.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
3,9.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
3,11.99,4.0,3.949852507374631,706.2771474878444,2789.6905619062645
3,9.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
3,11.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
3,10.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
3,10.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
3,12.69,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
3,14.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,16.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,15.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,16.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,22.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,10.99,4.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,11.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,15.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,34.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,29.99,0.0,4.8,227.0,1089.6
4,11.99,4.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,14.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,24.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,39.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,29.99,0.0,4.9,761.0,3728.9
4,15.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,11.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,44.99,0.0,0.0,706.2771474878444,0.0
4,31.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,17.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,49.99,0.0,4.7,1452.0,6824.400000000001
4,18.99,0.0,4.7,601.0,2824.7000000000003
4,14.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,54.99,0.0,4.7,228.0,1071.6000000000001
4,15.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,32.99,0.0,4.0,12.0,48.0
4,44.99,0.0,2.5,2.0,5.0
4,32.99,0.0,3.4,7.0,23.8
4,28.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,12.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,19.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,15.49,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,10.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,21.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,46.99,0.0,4.6,165.0,758.9999999999999
4,11.49,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,39.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,16.39,3.6,3.949852507374631,706.2771474878444,2789.6905619062645
4,19.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,17.49,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,29.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,19.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,15.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,18.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,14.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,15.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,34.99,0.0,4.6,6766.0,31123.6
4,17.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,18.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,13.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,19.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,16.39,3.6,3.949852507374631,706.2771474878444,2789.6905619062645
4,39.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,9.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,19.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,17.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,11.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,16.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,16.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,11.49,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,19.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,17.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,44.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,10.99,3.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,8.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,24.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,24.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,16.49,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,10.49,1.5,3.949852507374631,706.2771474878444,2789.6905619062645
4,11.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,34.99,0.0,4.7,2848.0,13385.6
4,14.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,38.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,10.99,3.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,34.99,0.0,4.6,345.0,1586.9999999999998
4,34.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,10.99,3.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,11.49,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,19.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,19.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,39.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,36.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,26.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,11.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,49.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,13.49,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,14.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,26.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,37.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,39.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,18.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,19.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,49.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,16.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,14.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,19.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,11.99,3.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,18.99,0.0,4.7,68.0,319.6
4,34.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,19.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,21.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,14.49,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,26.69,3.3,3.949852507374631,706.2771474878444,2789.6905619062645
4,20.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,13.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,42.99,0.0,3.0,8.0,24.0
4,39.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,44.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,22.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,36.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,44.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,15.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,14.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,11.99,3.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,34.99,0.0,0.0,706.2771474878444,0.0
4,34.99,0.0,4.7,35.0,164.5
4,11.49,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,39.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,45.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,49.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,39.99,0.0,4.2,11.0,46.2
4,25.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,39.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,14.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,39.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,54.99,0.0,4.0,1.0,4.0
4,44.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,17.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,39.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,17.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,24.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,21.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,17.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,17.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,42.99,0.0,3.4,14.0,47.6
4,11.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,25.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,36.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,46.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,42.99,0.0,3.8,12.0,45.599999999999994
4,34.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,17.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,24.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,7.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,17.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,26.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,15.49,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,22.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,25.69,3.3,3.949852507374631,706.2771474878444,2789.6905619062645
4,31.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,15.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,13.49,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,26.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
4,54.99,0.0,0.0,706.2771474878444,0.0
4,17.99,0.0,0.0,706.2771474878444,0.0
5,28.99,6.0,3.949852507374631,706.2771474878444,2789.6905619062645
5,28.99,6.0,3.949852507374631,706.2771474878444,2789.6905619062645
5,24.99,5.0,3.949852507374631,706.2771474878444,2789.6905619062645
5,15.99,4.0,3.949852507374631,706.2771474878444,2789.6905619062645
5,15.99,4.0,3.949852507374631,706.2771474878444,2789.6905619062645
5,19.49,4.0,3.949852507374631,706.2771474878444,2789.6905619062645
5,12.09,2.4,3.949852507374631,706.2771474878444,2789.6905619062645
5,19.99,5.0,3.949852507374631,706.2771474878444,2789.6905619062645
5,10.79,2.2,3.949852507374631,706.2771474878444,2789.6905619062645
5,16.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
5,17.89,3.6,3.949852507374631,706.2771474878444,2789.6905619062645
5,13.99,3.0,3.949852507374631,706.2771474878444,2789.6905619062645
5,42.99,12.0,4.8,2658.0,12758.4
5,23.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
5,34.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
5,28.79,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
5,21.49,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
5,54.99,0.0,4.6,386.0,1775.6
5,21.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
5,19.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
5,89.99,0.0,4.7,3.0,14.100000000000001
5,22.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
5,14.49,4.0,3.949852507374631,706.2771474878444,2789.6905619062645
5,84.99,0.0,4.3,19.0,81.7
5,89.99,0.0,4.8,1171.0,5620.8
5,14.49,4.0,3.949852507374631,706.2771474878444,2789.6905619062645
5,38.99,0.0,4.6,308.0,1416.8
5,38.99,0.0,4.7,1064.0,5000.8
5,13.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
5,13.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
5,29.99,0.0,4.4,112.0,492.80000000000007
5,17.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
5,16.99,5.0,3.949852507374631,706.2771474878444,2789.6905619062645
5,32.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
5,12.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
5,38.99,0.0,4.7,2060.0,9682.0
5,22.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
5,22.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
5,20.89,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
5,44.99,0.0,0.0,706.2771474878444,0.0
5,36.99,0.0,3.3,3.0,9.899999999999999
5,9.79,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
5,29.89,0.0,4.7,12.0,56.400000000000006
5,29.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
5,54.99,0.0,4.2,29.0,121.80000000000001
5,39.99,0.0,3.7,31.0,114.7
5,19.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
5,24.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
5,9.49,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
5,22.99,0.0,4.6,1571.0,7226.599999999999
5,24.99,0.0,4.5,116.0,522.0
5,22.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
5,41.99,0.0,4.9,12.0,58.800000000000004
5,19.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
5,10.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
5,74.99,0.0,2.3,3.0,6.8999999999999995
5,17.89,3.1,4.7,896.0,4211.2
5,29.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
5,199.99,0.0,4.5,426.0,1917.0
5,42.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
5,49.99,0.0,4.4,183.0,805.2
5,11.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
5,14.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
5,12.49,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
5,10.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
5,59.99,0.0,4.4,19.0,83.60000000000001
5,23.99,0.0,3.7,55.0,203.5
5,29.99,0.0,4.8,997.0,4785.599999999999
5,18.49,0.0,4.6,403.0,1853.8
5,10.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
5,14.99,0.0,3.949852507374631,706.2771474878444,2789.6905619062645
5,47.99,0.0,4.1,164.0,672.4
5,18.39,5.6,3.949852507374631,706.2771474878444,2789.6905619062645
5,24.99,0.0,4.7,23.0,108.10000000000001
5,22.99,0.0,4.7,1044.0,4906.8
5,34.99,0.0,3.8,192.0,729.5999999999999
5,26.99,0.0,4.7,827.0,3886.9
